tag,timestamp,desc,backend,path,batch,cache,method,elapsed_mean_s,elapsed_min_s,elapsed_median_s,reps,bytes,throughput_MB_s,shape,dtype,hash,ok,error
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-03.nd2,64,cold,naive_stack,0.07153829334614177,0.06825625302735716,0.06954659702023491,3,17475584,244.28293131684697,64x2x212x322,uint16,223eff8249123a8fb623136cb4e21839,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-03.nd2,128,warm,naive_stack,0.04236927799647674,0.04194301797542721,0.04224907903699204,5,34951168,824.9177152111583,128x2x212x322,uint16,f59f7a8b4ead52a9d1c524196351ca87,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-03.nd2,128,cold,naive_stack,0.13513459699849287,0.13243458303622901,0.13331283599836752,3,34951168,258.639673157791,128x2x212x322,uint16,f59f7a8b4ead52a9d1c524196351ca87,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-04.nd2,1,warm,naive_stack,9.844221640378236e-05,9.709602454677224e-05,9.795703226700425e-05,5,273056,2773.769323518691,1x2x212x322,uint16,76363fa327557646a6c89f12fc0f65a6,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-04.nd2,1,cold,naive_stack,0.0017710343042078118,0.0017521089757792652,0.0017735209548845887,3,273056,154.17883174326124,1x2x212x322,uint16,76363fa327557646a6c89f12fc0f65a6,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-04.nd2,8,warm,naive_stack,0.002360357402358204,0.0023508609738200903,0.0023561890120618045,5,2184448,925.4734040775116,8x2x212x322,uint16,4077961d3c169aadf7283b13c3cef21a,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-04.nd2,8,cold,naive_stack,0.005244459646443526,0.005166511982679367,0.005241244973149151,3,2184448,416.52489431992484,8x2x212x322,uint16,4077961d3c169aadf7283b13c3cef21a,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-04.nd2,16,warm,naive_stack,0.005037007399369031,0.005005610000807792,0.00504196499241516,5,4368896,867.3594564398053,16x2x212x322,uint16,2f9778364ccdb37a02bcaf662b897d4d,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-04.nd2,16,cold,naive_stack,0.013266489666420966,0.012723595020361245,0.01332783600082621,3,4368896,329.31816251726224,16x2x212x322,uint16,2f9778364ccdb37a02bcaf662b897d4d,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-04.nd2,32,warm,naive_stack,0.010768086195457726,0.010698825994040817,0.0107684510294348,5,8737792,811.4526426883396,32x2x212x322,uint16,fbc0a36f13e7610acbe4435b1a094acb,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-04.nd2,32,cold,naive_stack,0.03159681732843941,0.030382344964891672,0.03191453200997785,3,8737792,276.5402574940786,32x2x212x322,uint16,fbc0a36f13e7610acbe4435b1a094acb,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-04.nd2,64,warm,naive_stack,0.021246072801295666,0.02116281696362421,0.021209528029430658,5,17475584,822.5324352147694,64x2x212x322,uint16,5914682c419f31d551b0546443cd4d67,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-04.nd2,64,cold,naive_stack,0.07032998302020133,0.06723614601651207,0.06957737304037437,3,17475584,248.4798552415458,64x2x212x322,uint16,5914682c419f31d551b0546443cd4d67,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-04.nd2,128,warm,naive_stack,0.0426085501909256,0.04212523199385032,0.04241014097351581,5,34951168,820.285314646627,128x2x212x322,uint16,ff05eb71429b71c9a8fbbcf45385c781,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-04.nd2,128,cold,naive_stack,0.1415491360045659,0.14062091399682686,0.1411613590316847,3,34951168,246.9189780068498,128x2x212x322,uint16,ff05eb71429b71c9a8fbbcf45385c781,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-03-11.nd2,1,warm,naive_stack,9.828780312091113e-05,9.636499453336e-05,9.778700768947601e-05,5,273056,2778.127003857168,1x2x212x322,uint16,b8c1ba0e2d72b2867ce22bb3962f213e,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-03-11.nd2,1,cold,naive_stack,0.001792113025051852,0.001757267047651112,0.0017627759953029454,3,273056,152.36539000775332,1x2x212x322,uint16,b8c1ba0e2d72b2867ce22bb3962f213e,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-03-11.nd2,8,warm,naive_stack,0.0023620698018930854,0.0023384219966828823,0.002359895035624504,5,2184448,924.8024754599843,8x2x212x322,uint16,67addd194307e9021c38d5fd7555a48f,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-03-11.nd2,8,cold,naive_stack,0.005115602340083569,0.004933891992550343,0.005043065990321338,3,2184448,427.01677237177796,8x2x212x322,uint16,67addd194307e9021c38d5fd7555a48f,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-03-11.nd2,16,warm,naive_stack,0.004909456998575479,0.0048901159898377955,0.004912469012197107,5,4368896,889.8939335384082,16x2x212x322,uint16,e9a632155fb56221cfcedce7f927fbc0,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-03-11.nd2,16,cold,naive_stack,0.01361801935127005,0.013131380022969097,0.013589930022135377,3,4368896,320.81728534131844,16x2x212x322,uint16,e9a632155fb56221cfcedce7f927fbc0,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-03-11.nd2,32,warm,naive_stack,0.01045941059710458,0.01041964499745518,0.010480797034688294,5,8737792,835.4000370172708,32x2x212x322,uint16,d860e56188aced9813599207c5ea1a45,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-03-11.nd2,32,cold,naive_stack,0.030206816678401083,0.028940953023266047,0.02983765403041616,3,8737792,289.2655685313515,32x2x212x322,uint16,d860e56188aced9813599207c5ea1a45,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-03-11.nd2,64,warm,naive_stack,0.021636763389687987,0.021535518986638635,0.021644233027473092,5,17475584,807.6801361301945,64x2x212x322,uint16,8ffc1dd0c888fbe22f07be18fcb3fcab,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-03-11.nd2,64,cold,naive_stack,0.06350466900039464,0.062354794004932046,0.06339082401245832,3,17475584,275.1858135012309,64x2x212x322,uint16,8ffc1dd0c888fbe22f07be18fcb3fcab,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-03-11.nd2,128,warm,naive_stack,0.042476220999378714,0.04206392995547503,0.04219719098182395,5,34951168,822.8408078136523,128x2x212x322,uint16,a7fbf8e34e3bb19c3aea3969ad609543,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,pypi-nd2,/store1/prj_rim/data_raw/2023-06-03-11.nd2,128,cold,naive_stack,0.13206102064577863,0.12633384397486225,0.13446762599051,3,34951168,264.65922971887335,128x2x212x322,uint16,a7fbf8e34e3bb19c3aea3969ad609543,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-02-03.nd2,1,warm,read_batch_to_torch,0.00012430938659235835,0.00011699600145220757,0.00012128299567848444,5,273056,2196.5839224629035,1x2x212x322,uint16,068958289b6a668e1e2f79e779da5bce,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-02-03.nd2,1,cold,read_batch_to_torch,0.0017139316769316792,0.0016359040164388716,0.001705950009636581,3,273056,159.31556880308744,1x2x212x322,uint16,068958289b6a668e1e2f79e779da5bce,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-02-03.nd2,8,warm,read_batch_to_torch,0.0004146621795371175,0.0004041479551233351,0.00041278195567429066,5,2184448,5268.018420292088,8x2x212x322,uint16,41c44ecbaee719c66c8b704ff27167e9,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-02-03.nd2,8,cold,read_batch_to_torch,0.006086217666355272,0.0059738290146924555,0.006001529982313514,3,2184448,358.91716658043146,8x2x212x322,uint16,41c44ecbaee719c66c8b704ff27167e9,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-02-03.nd2,16,warm,read_batch_to_torch,0.0005590022075921298,0.00054908700985834,0.0005571999936364591,5,4368896,7815.525485702053,16x2x212x322,uint16,b65d134ef330922bad7a0935e5d9df20,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-02-03.nd2,16,cold,read_batch_to_torch,0.010770119319204241,0.010597944026812911,0.010700216982513666,3,4368896,405.6497305661048,16x2x212x322,uint16,b65d134ef330922bad7a0935e5d9df20,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-02-03.nd2,32,warm,read_batch_to_torch,0.0015681759919971227,0.0015263300156220794,0.0015467189950868487,5,8737792,5571.946034495873,32x2x212x322,uint16,15a623cc9771aba4f7044f8e8cd5f074,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-02-03.nd2,32,cold,read_batch_to_torch,0.011223672675744941,0.010710461996495724,0.01133991201641038,3,8737792,778.514507010073,32x2x212x322,uint16,15a623cc9771aba4f7044f8e8cd5f074,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-02-03.nd2,64,warm,read_batch_to_torch,0.002676885994151235,0.00262195902178064,0.002670682966709137,5,17475584,6528.325837627245,64x2x212x322,uint16,223eff8249123a8fb623136cb4e21839,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-02-03.nd2,64,cold,read_batch_to_torch,0.019636234346156318,0.019274143036454916,0.019701545999851078,3,17475584,889.9661560323935,64x2x212x322,uint16,223eff8249123a8fb623136cb4e21839,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-02-03.nd2,128,warm,read_batch_to_torch,0.003123450791463256,0.0030767139978706837,0.003133170015644282,5,34951168,11189.921126827256,128x2x212x322,uint16,f59f7a8b4ead52a9d1c524196351ca87,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-02-03.nd2,128,cold,read_batch_to_torch,0.03568534834388023,0.03435077198082581,0.03613798302831128,3,34951168,979.4262805898562,128x2x212x322,uint16,f59f7a8b4ead52a9d1c524196351ca87,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-02-04.nd2,1,warm,read_batch_to_torch,0.00011960221454501151,0.00011542404536157846,0.00011813797755166888,5,273056,2283.0346498077356,1x2x212x322,uint16,76363fa327557646a6c89f12fc0f65a6,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-02-04.nd2,1,cold,read_batch_to_torch,0.0016259456557842593,0.0015796690131537616,0.001613429980352521,3,273056,167.9367320971709,1x2x212x322,uint16,76363fa327557646a6c89f12fc0f65a6,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-02-04.nd2,8,warm,read_batch_to_torch,0.0004393238225020468,0.00039470504270866513,0.00040871603414416313,5,2184448,4972.295805765968,8x2x212x322,uint16,4077961d3c169aadf7283b13c3cef21a,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-02-04.nd2,8,cold,read_batch_to_torch,0.006119407655205578,0.005608587991446257,0.005920728959608823,3,2184448,356.9704983033387,8x2x212x322,uint16,4077961d3c169aadf7283b13c3cef21a,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-02-04.nd2,16,warm,read_batch_to_torch,0.0005551464040763676,0.0005484659923240542,0.0005533630028367043,5,4368896,7869.808698966195,16x2x212x322,uint16,2f9778364ccdb37a02bcaf662b897d4d,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-02-04.nd2,16,cold,read_batch_to_torch,0.009996010339818895,0.009734913997817785,0.009913832996971905,3,4368896,437.063973673236,16x2x212x322,uint16,2f9778364ccdb37a02bcaf662b897d4d,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-02-04.nd2,32,warm,read_batch_to_torch,0.0016078098095022141,0.0015308760339394212,0.0016042659990489483,5,8737792,5434.593039773319,32x2x212x322,uint16,fbc0a36f13e7610acbe4435b1a094acb,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-02-04.nd2,32,cold,read_batch_to_torch,0.010871909345344951,0.010651334014255553,0.01095834601437673,3,8737792,803.7035374785644,32x2x212x322,uint16,fbc0a36f13e7610acbe4435b1a094acb,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-02-04.nd2,64,warm,read_batch_to_torch,0.00265452858293429,0.0026096609653905034,0.002668299013748765,5,17475584,6583.30978703671,64x2x212x322,uint16,5914682c419f31d551b0546443cd4d67,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-02-04.nd2,64,cold,read_batch_to_torch,0.01973219165423264,0.018796060991007835,0.01975343399681151,3,17475584,885.6382659475847,64x2x212x322,uint16,5914682c419f31d551b0546443cd4d67,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-02-04.nd2,128,warm,read_batch_to_torch,0.0031598635949194433,0.0031189279980026186,0.0031612220336683095,5,34951168,11060.973662342863,128x2x212x322,uint16,ff05eb71429b71c9a8fbbcf45385c781,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-02-04.nd2,128,cold,read_batch_to_torch,0.03767885135797163,0.036952030030079186,0.037756672012619674,3,34951168,927.6070458715154,128x2x212x322,uint16,ff05eb71429b71c9a8fbbcf45385c781,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-03-11.nd2,1,warm,read_batch_to_torch,0.00012408300535753368,0.00011691701365634799,0.0001228249748237431,5,273056,2200.5914445190497,1x2x212x322,uint16,b8c1ba0e2d72b2867ce22bb3962f213e,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-03-11.nd2,1,cold,read_batch_to_torch,0.0016987249837256968,0.0016364249750040472,0.0017067999579012394,3,273056,160.74173431012068,1x2x212x322,uint16,b8c1ba0e2d72b2867ce22bb3962f213e,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-03-11.nd2,8,warm,read_batch_to_torch,0.00045082520227879286,0.00042520102579146624,0.00044703303137794137,5,2184448,4845.443397925045,8x2x212x322,uint16,67addd194307e9021c38d5fd7555a48f,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-03-11.nd2,8,cold,read_batch_to_torch,0.005649680329952389,0.00558574398746714,0.005671794002410024,3,2184448,386.6498407739839,8x2x212x322,uint16,67addd194307e9021c38d5fd7555a48f,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-03-11.nd2,16,warm,read_batch_to_torch,0.0005851353984326124,0.0005554669769480824,0.0005695869913324714,5,4368896,7466.470173745859,16x2x212x322,uint16,e9a632155fb56221cfcedce7f927fbc0,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-03-11.nd2,16,cold,read_batch_to_torch,0.010432117327582091,0.009714432992041111,0.010266834986396134,3,4368896,418.7928358942837,16x2x212x322,uint16,e9a632155fb56221cfcedce7f927fbc0,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-03-11.nd2,32,warm,read_batch_to_torch,0.0015481600072234868,0.0014859780203551054,0.001563254976645112,5,8737792,5643.985091483275,32x2x212x322,uint16,d860e56188aced9813599207c5ea1a45,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-03-11.nd2,32,cold,read_batch_to_torch,0.011103834976286938,0.010679416009224951,0.011182012967765331,3,8737792,786.9165940110063,32x2x212x322,uint16,d860e56188aced9813599207c5ea1a45,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-03-11.nd2,64,warm,read_batch_to_torch,0.0026528461836278438,0.0026061859680339694,0.0026485900161787868,5,17475584,6587.484833403207,64x2x212x322,uint16,8ffc1dd0c888fbe22f07be18fcb3fcab,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-03-11.nd2,64,cold,read_batch_to_torch,0.018946962993747245,0.018496690958272666,0.019025367975700647,3,17475584,922.3422247548158,64x2x212x322,uint16,8ffc1dd0c888fbe22f07be18fcb3fcab,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-03-11.nd2,128,warm,read_batch_to_torch,0.003142367186956108,0.0030956330010667443,0.0031333299702964723,5,34951168,11122.560133991177,128x2x212x322,uint16,a7fbf8e34e3bb19c3aea3969ad609543,True,
FAILED-overlap,2026-06-18T21:00:56.383719+00:00,Opt D overlap (chunked double-buffer): chunk+event overhead > hidden H2D; slower,nd2-rs,/store1/prj_rim/data_raw/2023-06-03-11.nd2,128,cold,read_batch_to_torch,0.0356951136685287,0.03387413400923833,0.03391413402277976,3,34951168,979.1583331142433,128x2x212x322,uint16,a7fbf8e34e3bb19c3aea3969ad609543,True,
FAILED-threads64,2026-06-18T21:01:15.734451+00:00,Fixed 64 read threads: spawn overhead hurts warm/small; past NFS plateau,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-03.nd2,1,warm,naive_stack,9.994079591706395e-05,9.808799950405955e-05,9.968102676793933e-05,5,273056,2732.177560668979,1x2x212x322,uint16,068958289b6a668e1e2f79e779da5bce,True,
FAILED-threads64,2026-06-18T21:01:15.734451+00:00,Fixed 64 read threads: spawn overhead hurts warm/small; past NFS plateau,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-03.nd2,1,cold,naive_stack,0.0017989363404922187,0.0017701659817248583,0.0017769270343706012,3,273056,151.78747232672356,1x2x212x322,uint16,068958289b6a668e1e2f79e779da5bce,True,
FAILED-threads64,2026-06-18T21:01:15.734451+00:00,Fixed 64 read threads: spawn overhead hurts warm/small; past NFS plateau,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-03.nd2,8,warm,naive_stack,0.0023446817882359027,0.0023343359935097396,0.0023450820008292794,5,2184448,931.660752840811,8x2x212x322,uint16,41c44ecbaee719c66c8b704ff27167e9,True,
FAILED-threads64,2026-06-18T21:01:15.734451+00:00,Fixed 64 read threads: spawn overhead hurts warm/small; past NFS plateau,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-03.nd2,8,cold,naive_stack,0.0051844093250110745,0.0051409139996394515,0.0051770079880952835,3,2184448,421.3494465920346,8x2x212x322,uint16,41c44ecbaee719c66c8b704ff27167e9,True,
FAILED-threads64,2026-06-18T21:01:15.734451+00:00,Fixed 64 read threads: spawn overhead hurts warm/small; past NFS plateau,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-03.nd2,16,warm,naive_stack,0.004894412588328123,0.004781562020070851,0.00488993595354259,5,4368896,892.6292831173774,16x2x212x322,uint16,b65d134ef330922bad7a0935e5d9df20,True,
FAILED-threads64,2026-06-18T21:01:15.734451+00:00,Fixed 64 read threads: spawn overhead hurts warm/small; past NFS plateau,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-03.nd2,16,cold,naive_stack,0.01259006365823249,0.012511494976934046,0.012533658999018371,3,4368896,347.01143048972847,16x2x212x322,uint16,b65d134ef330922bad7a0935e5d9df20,True,
FAILED-threads64,2026-06-18T21:01:15.734451+00:00,Fixed 64 read threads: spawn overhead hurts warm/small; past NFS plateau,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-03.nd2,32,warm,naive_stack,0.010708960390184074,0.01067283598240465,0.010713055962696671,5,8737792,815.9327966147989,32x2x212x322,uint16,15a623cc9771aba4f7044f8e8cd5f074,True,
FAILED-threads64,2026-06-18T21:01:15.734451+00:00,Fixed 64 read threads: spawn overhead hurts warm/small; past NFS plateau,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-03.nd2,32,cold,naive_stack,0.029741165325200807,0.029305582982487977,0.029727838991675526,3,8737792,293.79454047808076,32x2x212x322,uint16,15a623cc9771aba4f7044f8e8cd5f074,True,
FAILED-threads64,2026-06-18T21:01:15.734451+00:00,Fixed 64 read threads: spawn overhead hurts warm/small; past NFS plateau,pypi-nd2,/store1/prj_rim/data_raw/2023-06-02-03.nd2,64,warm,naive_stack,0.02162431840552017,0.02151660103118047,0.02166508400114253,5,17475584,808.144963105006,64x2x212x322,uint16,223eff8249123a8fb623136cb4e21839,True,
